freq,reason,deg_urb,sex,age,unit,geo\TIME_PERIOD	2021 	2022 	2023 	2024 	2025 
A,NO_UNMET,DEG1,F,Y_GE16,PC,RO	91.1 	92.7 	92.7 	97.3 	96.8 
A,NO_UNMET,DEG1,F,Y_GE16,PC,RS	82.7 	93.0 	93.5 	89.1 	: 
A,NO_UNMET,DEG1,F,Y_GE16,PC,SE	94.6 	94.6 	94.1 	93.2 	92.6 
A,NO_UNMET,DEG1,F,Y_GE16,PC,SI	91.5 	93.7 	92.9 	94.2 	95.8 
A,NO_UNMET,DEG1,F,Y_GE16,PC,SK	94.8 	94.8 	97.1 	98.9 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,AL	85.5 	85.2 	: 	: 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,AT	99.1 	98.4 	98.8 	97.6 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,BE	97.9 	98.5 	98.1 	97.5 	97.1 
A,NO_UNMET,DEG1,M,Y_GE16,PC,BG	97.7 	98.0 	98.2 	98.2 	97.4 
A,NO_UNMET,DEG1,M,Y_GE16,PC,CH	98.4 	96.9 	97.4 	97.8 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,CY	99.6 	99.7 	99.9 	99.9 	99.9 
A,NO_UNMET,DEG1,M,Y_GE16,PC,CZ	97.8 	98.3 	98.6 	98.3 	98.8 
A,NO_UNMET,DEG1,M,Y_GE16,PC,DE	99.5 	99.0 	99.4 e	98.7 	98.4 
A,NO_UNMET,DEG1,M,Y_GE16,PC,DK	86.3 	87.6 	85.3 	88.4 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,EE	89.1 	88.5 	87.5 	89.2 	91.8 
A,NO_UNMET,DEG1,M,Y_GE16,PC,EL	88.2 	90.3 	90.4 	87.3 	90.0 
A,NO_UNMET,DEG1,M,Y_GE16,PC,ES	97.5 	97.7 	97.3 	97.3 	97.5 
A,NO_UNMET,DEG1,M,Y_GE16,PC,FI	95.0 	91.3 	92.1 	89.7 	91.3 
A,NO_UNMET,DEG1,M,Y_GE16,PC,FR	95.2 	94.4 b	95.0 	94.4 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,HR	93.7 	93.2 	95.0 b	95.3 	95.4 
A,NO_UNMET,DEG1,M,Y_GE16,PC,HU	93.0 	94.7 	98.5 	97.5 	97.5 
A,NO_UNMET,DEG1,M,Y_GE16,PC,IE	97.7 	96.9 	97.8 	96.5 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,IT	97.7 	98.1 	98.6 	98.5 	98.0 
A,NO_UNMET,DEG1,M,Y_GE16,PC,LT	96.6 	96.1 	95.4 	94.7 p	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,LU	96.3 b	98.4 b	98.1 	97.4 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,LV	88.7 	90.5 	87.5 	87.4 	89.6 
A,NO_UNMET,DEG1,M,Y_GE16,PC,MK	96.2 b	97.3 	98.0 	: 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,MT	98.5 	98.9 	99.8 	99.2 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,NL	98.5 	98.5 	98.1 	98.4 	97.4 
A,NO_UNMET,DEG1,M,Y_GE16,PC,NO	97.8 b	94.1 	93.4 	91.8 	91.8 
A,NO_UNMET,DEG1,M,Y_GE16,PC,PL	91.6 	94.7 	93.1 	93.9 	94.3 
A,NO_UNMET,DEG1,M,Y_GE16,PC,PT	96.0 	96.2 	96.0 	96.9 	96.9 
A,NO_UNMET,DEG1,M,Y_GE16,PC,RO	93.6 	95.8 	95.5 	98.3 	97.6 
A,NO_UNMET,DEG1,M,Y_GE16,PC,RS	86.1 	94.9 	94.2 	90.4 	: 
A,NO_UNMET,DEG1,M,Y_GE16,PC,SE	95.4 	95.8 	94.4 	94.7 	95.0 
A,NO_UNMET,DEG1,M,Y_GE16,PC,SI	94.7 	95.9 	97.1 	96.5 	96.4 
A,NO_UNMET,DEG1,M,Y_GE16,PC,SK	95.3 	95.6 	97.4 	99.3 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,AL	85.1 	85.7 	: 	: 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,AT	99.5 	99.2 	98.9 	97.9 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,BE	96.5 	98.5 	98.8 	98.2 	98.2 
A,NO_UNMET,DEG2,F,Y_GE16,PC,BG	97.3 	97.4 	98.3 	98.2 	99.0 
A,NO_UNMET,DEG2,F,Y_GE16,PC,CH	97.9 	97.4 	96.2 	98.0 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,CY	99.2 	100.0 	100.0 	99.9 	99.7 
A,NO_UNMET,DEG2,F,Y_GE16,PC,CZ	97.1 	98.3 	99.2 	98.7 	98.3 
A,NO_UNMET,DEG2,F,Y_GE16,PC,DE	99.4 	99.3 	99.6 e	98.7 	98.5 
A,NO_UNMET,DEG2,F,Y_GE16,PC,DK	89.3 	88.9 	88.9 	90.6 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,EE	84.3 	84.8 	80.0 	87.3 	89.1 
A,NO_UNMET,DEG2,F,Y_GE16,PC,EL	88.5 	86.0 	86.7 	87.5 	88.2 
A,NO_UNMET,DEG2,F,Y_GE16,PC,ES	96.9 	97.3 	96.5 	97.2 	97.1 
A,NO_UNMET,DEG2,F,Y_GE16,PC,FI	93.7 	91.2 	88.9 	89.7 	89.4 
A,NO_UNMET,DEG2,F,Y_GE16,PC,FR	91.4 	92.6 b	92.8 	93.3 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,HR	94.7 	96.1 	97.9 b	96.8 	98.0 
A,NO_UNMET,DEG2,F,Y_GE16,PC,HU	93.6 	94.7 	97.4 	97.3 	97.0 
A,NO_UNMET,DEG2,F,Y_GE16,PC,IE	96.5 	94.3 	94.3 	96.3 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,IT	97.4 	97.7 	97.9 	97.3 	96.8 
A,NO_UNMET,DEG2,F,Y_GE16,PC,LT	93.4 	94.9 	93.8 	95.9 p	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,LU	97.6 b	97.5 b	98.0 	97.3 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,LV	90.0 	88.9 	88.8 	88.2 	89.7 
A,NO_UNMET,DEG2,F,Y_GE16,PC,MK	91.8 b	91.1 	91.2 	: 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,MT	98.6 	99.5 	99.7 	99.7 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,NL	99.2 	99.3 	99.2 	98.1 	97.8 
A,NO_UNMET,DEG2,F,Y_GE16,PC,NO	97.3 b	90.4 	92.4 	90.3 	92.1 
A,NO_UNMET,DEG2,F,Y_GE16,PC,PL	90.2 	94.5 	94.6 	93.3 	94.4 
A,NO_UNMET,DEG2,F,Y_GE16,PC,PT	92.6 	93.6 	94.8 	95.0 	95.5 
A,NO_UNMET,DEG2,F,Y_GE16,PC,RO	90.2 	92.4 	91.9 	95.5 	95.1 
A,NO_UNMET,DEG2,F,Y_GE16,PC,RS	85.1 	92.4 	92.1 	88.6 	: 
A,NO_UNMET,DEG2,F,Y_GE16,PC,SE	94.8 	93.6 	93.7 	94.7 	94.7 
A,NO_UNMET,DEG2,F,Y_GE16,PC,SI	93.0 	94.6 	94.4 	96.1 	95.7 
A,NO_UNMET,DEG2,F,Y_GE16,PC,SK	90.0 	91.2 	92.1 	96.8 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,AL	89.3 	89.4 	: 	: 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,AT	99.5 	99.2 	98.7 	98.9 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,BE	96.9 	98.5 	99.0 	98.7 	98.6 
A,NO_UNMET,DEG2,M,Y_GE16,PC,BG	97.5 	98.4 	97.7 	97.6 	98.2 
A,NO_UNMET,DEG2,M,Y_GE16,PC,CH	98.5 	97.4 	97.5 	97.3 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,CY	99.7 	99.5 	99.9 	99.6 	99.9 
A,NO_UNMET,DEG2,M,Y_GE16,PC,CZ	97.7 	98.2 	99.1 	98.5 	98.5 
A,NO_UNMET,DEG2,M,Y_GE16,PC,DE	99.6 	99.4 	99.5 e	98.8 	98.7 
A,NO_UNMET,DEG2,M,Y_GE16,PC,DK	88.4 	87.5 	89.8 	88.5 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,EE	91.2 	88.5 	81.7 	88.4 	90.8 
A,NO_UNMET,DEG2,M,Y_GE16,PC,EL	90.6 	87.7 	90.1 	90.7 	90.7 
A,NO_UNMET,DEG2,M,Y_GE16,PC,ES	97.6 	98.0 	97.4 	97.6 	97.3 
A,NO_UNMET,DEG2,M,Y_GE16,PC,FI	95.4 	93.8 	92.3 	91.0 	91.2 
A,NO_UNMET,DEG2,M,Y_GE16,PC,FR	94.2 	94.6 b	94.2 	93.7 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,HR	94.9 	95.0 	96.6 b	95.4 	96.2 
A,NO_UNMET,DEG2,M,Y_GE16,PC,HU	96.1 	94.7 	97.6 	97.3 	97.3 
A,NO_UNMET,DEG2,M,Y_GE16,PC,IE	97.3 	96.4 	97.4 	97.3 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,IT	98.2 	98.6 	98.4 	98.4 	97.8 
A,NO_UNMET,DEG2,M,Y_GE16,PC,LT	96.3 	94.6 	93.6 	95.3 p	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,LU	98.4 b	98.0 b	98.0 	97.7 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,LV	91.9 	92.0 	90.1 	89.4 	91.6 
A,NO_UNMET,DEG2,M,Y_GE16,PC,MK	94.1 b	90.9 	92.7 	: 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,MT	99.3 	99.7 	99.8 	99.3 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,NL	98.6 	98.6 	99.1 	98.6 	98.8 
A,NO_UNMET,DEG2,M,Y_GE16,PC,NO	97.3 b	92.9 	93.2 	93.2 	92.8 
A,NO_UNMET,DEG2,M,Y_GE16,PC,PL	93.1 	95.2 	95.5 	93.2 	95.0 
A,NO_UNMET,DEG2,M,Y_GE16,PC,PT	94.9 	96.6 	96.9 	96.3 	96.9 
A,NO_UNMET,DEG2,M,Y_GE16,PC,RO	92.3 	93.8 	94.7 	97.4 	96.6 
A,NO_UNMET,DEG2,M,Y_GE16,PC,RS	87.5 	94.2 	91.9 	89.3 	: 
A,NO_UNMET,DEG2,M,Y_GE16,PC,SE	95.4 	95.4 	95.2 	95.2 	94.9 
A,NO_UNMET,DEG2,M,Y_GE16,PC,SI	94.4 	95.4 	95.1 	96.1 	97.0 
A,NO_UNMET,DEG2,M,Y_GE16,PC,SK	91.0 	91.5 	91.4 	97.1 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,AL	78.8 	79.8 	: 	: 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,AT	99.0 	99.0 	98.8 	98.5 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,BE	96.4 	98.4 	98.5 	98.2 	99.2 
A,NO_UNMET,DEG3,F,Y_GE16,PC,BG	97.1 	97.0 	97.1 	97.5 	97.4 
A,NO_UNMET,DEG3,F,Y_GE16,PC,CH	97.5 	97.5 	97.2 	95.4 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,CY	99.3 	99.9 	99.4 	99.9 	99.9 
A,NO_UNMET,DEG3,F,Y_GE16,PC,CZ	97.1 	98.6 	98.0 	98.8 	98.8 
A,NO_UNMET,DEG3,F,Y_GE16,PC,DE	99.7 	99.5 	99.6 e	98.9 	98.8 
A,NO_UNMET,DEG3,F,Y_GE16,PC,DK	88.4 	87.9 	87.6 	88.2 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,EE	89.1 	88.4 	86.6 	90.0 	91.5 
A,NO_UNMET,DEG3,F,Y_GE16,PC,EL	84.5 	83.6 	81.1 	83.2 	83.9 
A,NO_UNMET,DEG3,F,Y_GE16,PC,ES	97.7 	98.0 	97.6 	97.4 	97.7 
A,NO_UNMET,DEG3,F,Y_GE16,PC,FI	95.0 	92.7 	90.9 	90.1 	91.1 
A,NO_UNMET,DEG3,F,Y_GE16,PC,FR	92.8 	93.6 b	93.4 	92.1 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,HR	94.8 	96.6 	96.9 b	96.3 	96.0 
A,NO_UNMET,DEG3,F,Y_GE16,PC,HU	95.0 	96.9 	97.5 	98.1 	98.5 
A,NO_UNMET,DEG3,F,Y_GE16,PC,IE	96.4 	95.9 	96.1 	96.0 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,IT	97.2 	97.8 	96.8 	97.8 	96.6 
A,NO_UNMET,DEG3,F,Y_GE16,PC,LT	95.8 	97.2 	97.4 	96.6 p	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,LU	98.8 b	95.2 b	98.0 	98.5 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,LV	91.6 	92.2 	89.6 	90.0 	91.1 
A,NO_UNMET,DEG3,F,Y_GE16,PC,MK	95.2 b	94.8 	93.0 	: 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,MT	99.5 	97.8 	99.5 	100.0 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,NL	99.8 	99.3 	99.0 	98.1 	100.0 
A,NO_UNMET,DEG3,F,Y_GE16,PC,NO	97.2 b	88.9 	89.9 	93.2 	91.7 
A,NO_UNMET,DEG3,F,Y_GE16,PC,PL	89.9 	94.7 	94.7 	93.6 	95.4 
A,NO_UNMET,DEG3,F,Y_GE16,PC,PT	91.5 	92.7 	94.4 	95.1 	94.5 
A,NO_UNMET,DEG3,F,Y_GE16,PC,RO	87.9 	90.8 	91.6 	95.2 	94.1 
A,NO_UNMET,DEG3,F,Y_GE16,PC,RS	79.9 	91.7 	88.9 	87.2 	: 
A,NO_UNMET,DEG3,F,Y_GE16,PC,SE	95.5 	94.5 	95.3 	93.9 	93.4 
A,NO_UNMET,DEG3,F,Y_GE16,PC,SI	93.4 	95.0 	95.1 	96.9 	96.2 
A,NO_UNMET,DEG3,F,Y_GE16,PC,SK	90.7 	94.0 	93.5 	97.5 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,AL	84.2 	83.4 	: 	: 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,AT	99.5 	99.5 	98.8 	98.6 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,BE	98.0 	99.1 	98.4 	97.9 	98.0 
A,NO_UNMET,DEG3,M,Y_GE16,PC,BG	97.4 	97.7 	96.9 	97.4 	97.4 
A,NO_UNMET,DEG3,M,Y_GE16,PC,CH	97.9 	98.5 	98.1 	97.1 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,CY	98.9 	99.7 	99.6 	99.9 	99.8 
A,NO_UNMET,DEG3,M,Y_GE16,PC,CZ	97.7 	97.7 	98.5 	98.2 	98.9 
A,NO_UNMET,DEG3,M,Y_GE16,PC,DE	99.5 	99.8 	99.7 e	99.2 	98.6 
A,NO_UNMET,DEG3,M,Y_GE16,PC,DK	88.7 	86.5 	89.4 	87.1 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,EE	90.8 	90.6 	88.4 	92.3 	93.8 
A,NO_UNMET,DEG3,M,Y_GE16,PC,EL	88.1 	86.4 	86.7 	88.1 	86.7 
A,NO_UNMET,DEG3,M,Y_GE16,PC,ES	97.8 	97.9 	97.6 	97.8 	98.0 
A,NO_UNMET,DEG3,M,Y_GE16,PC,FI	95.6 	94.3 	93.3 	91.3 	93.5 
A,NO_UNMET,DEG3,M,Y_GE16,PC,FR	94.5 	95.0 b	94.1 	93.8 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,HR	95.5 	97.0 	97.7 b	97.0 	97.3 
A,NO_UNMET,DEG3,M,Y_GE16,PC,HU	96.4 	96.5 	97.3 	98.0 	98.1 
A,NO_UNMET,DEG3,M,Y_GE16,PC,IE	97.2 	97.8 	98.1 	97.8 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,IT	97.9 	98.7 	97.7 	98.1 	97.4 
A,NO_UNMET,DEG3,M,Y_GE16,PC,LT	97.1 	98.4 	98.0 	97.4 p	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,LU	98.8 b	96.7 b	96.3 	98.3 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,LV	93.1 	93.6 	92.0 	91.5 	92.4 
A,NO_UNMET,DEG3,M,Y_GE16,PC,MK	97.0 b	94.6 	94.1 	: 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,MT	99.8 	99.8 	99.2 	100.0 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,NL	98.9 	98.1 	99.7 	98.3 	98.5 
A,NO_UNMET,DEG3,M,Y_GE16,PC,NO	97.0 b	91.3 	93.7 	92.7 	92.5 
A,NO_UNMET,DEG3,M,Y_GE16,PC,PL	91.7 	95.5 	95.3 	93.6 	95.7 
A,NO_UNMET,DEG3,M,Y_GE16,PC,PT	95.1 	95.4 	95.9 	96.4 	96.6 
A,NO_UNMET,DEG3,M,Y_GE16,PC,RO	93.0 	93.7 	92.7 	96.8 	96.0 
A,NO_UNMET,DEG3,M,Y_GE16,PC,RS	84.4 	92.7 	90.3 	87.5 	: 
A,NO_UNMET,DEG3,M,Y_GE16,PC,SE	96.8 	95.7 	96.0 	95.0 	95.2 
A,NO_UNMET,DEG3,M,Y_GE16,PC,SI	95.5 	96.1 	96.8 	95.4 	96.8 
A,NO_UNMET,DEG3,M,Y_GE16,PC,SK	92.5 	94.7 	94.5 	97.0 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,AL	83.2 	84.0 	: 	: 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,AT	99.0 	98.9 	98.7 	97.8 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,BE	96.8 	98.3 	98.6 	98.0 	98.4 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,BG	97.3 	97.4 	97.6 	97.7 	97.7 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,CH	97.9 	97.2 	96.3 	97.2 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,CY	99.4 	99.8 	99.8 	99.9 	99.7 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,CZ	97.2 	98.3 	98.5 	98.6 	98.7 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,DE	99.4 	99.4 	99.5 e	98.6 	98.4 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,DK	88.5 	87.8 	87.7 	88.7 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,EE	84.9 	85.8 	82.7 	88.2 	88.7 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,EL	86.6 	85.5 	84.7 	84.7 	86.1 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,ES	96.8 	97.3 	96.5 	97.0 	97.2 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,FI	93.8 	90.6 	88.6 	88.5 	88.8 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,FR	92.2 	92.8 b	93.0 	92.5 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,HR	93.6 	95.3 	96.8 b	96.2 	96.5 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,HU	93.0 	94.3 	97.3 	97.5 	97.2 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,IE	96.0 	95.5 	95.4 	96.1 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,IT	97.2 	97.7 	97.6 	97.3 	96.9 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,LT	95.2 	96.2 	95.4 	94.8 p	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,LU	97.9 b	96.5 b	97.9 	97.8 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,LV	88.8 	89.1 	87.6 	88.3 	89.0 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,MK	93.1 b	93.9 	94.3 	: 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,MT	98.5 	99.1 	99.7 	99.3 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,NL	98.9 	99.0 	98.7 	97.7 	97.7 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,NO	96.4 b	90.0 	90.9 	90.9 	91.9 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,PL	89.7 	94.1 	93.8 	93.6 	94.6 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,PT	93.3 	94.3 	95.5 	95.7 	95.7 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,RO	89.6 	91.8 	92.0 	96.0 	95.3 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,RS	82.4 	92.4 	91.5 	88.3 	: 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,SE	94.9 	94.2 	94.2 	93.9 	93.6 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,SI	92.9 	94.6 	94.4 	96.1 	95.9 
A,NO_UNMET,TOTAL,F,Y_GE16,PC,SK	91.4 	93.3 	93.8 	97.5 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,AL	86.0 	85.6 	: 	: 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,AT	99.4 	99.0 	98.8 	98.3 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,BE	97.4 	98.6 	98.7 	98.2 	98.1 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,BG	97.5 	98.0 	97.6 	97.8 	97.6 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,CH	98.4 	97.4 	97.6 	97.4 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,CY	99.5 	99.7 	99.8 	99.8 	99.9 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,CZ	97.7 	98.0 	98.7 	98.3 	98.7 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,DE	99.5 	99.3 	99.5 e	98.9 	98.6 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,DK	87.7 	87.2 	88.0 	88.0 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,EE	90.1 	89.3 	86.7 	90.1 	92.3 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,EL	88.9 	88.4 	89.2 	88.5 	89.2 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,ES	97.6 	97.9 	97.4 	97.5 	97.5 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,FI	95.3 	93.0 	92.5 	90.5 	91.8 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,FR	94.7 	94.7 b	94.4 	94.0 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,HR	94.7 	95.2 	96.5 b	96.0 	96.4 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,HU	95.2 	95.3 	97.8 	97.6 	97.6 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,IE	97.4 	97.1 	97.8 	97.3 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,IT	98.0 	98.4 	98.3 	98.4 	97.8 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,LT	96.8 	97.0 	96.3 	96.0 p	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,LU	98.1 b	97.7 b	97.5 	97.8 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,LV	91.0 	92.0 	89.9 	89.6 	91.2 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,MK	95.5 b	94.1 	95.0 	: 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,MT	98.9 	99.3 	99.8 	99.3 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,NL	98.6 	98.5 	98.6 	98.5 	98.0 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,NO	97.3 b	92.8 	93.4 	92.6 	92.4 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,PL	92.0 	95.2 	94.6 	93.6 	95.0 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,PT	95.4 	96.1 	96.3 	96.6 	96.8 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,RO	93.0 	94.4 	94.1 	97.4 	96.7 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,RS	85.8 	93.8 	92.0 	89.0 	: 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,SE	95.6 	95.6 	95.0 	95.0 	95.0 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,SI	94.9 	95.8 	96.2 	95.9 	96.8 
A,NO_UNMET,TOTAL,M,Y_GE16,PC,SK	92.6 	93.9 	94.1 	97.5 	: 
A,OTH,DEG1,F,Y_GE16,PC,AL	1.3 	1.4 	: 	: 	: 
A,OTH,DEG1,F,Y_GE16,PC,AT	0.4 	0.6 	0.3 	0.4 	: 
A,OTH,DEG1,F,Y_GE16,PC,BE	1.2 	0.3 	0.2 	0.0 n	0.2 
A,OTH,DEG1,F,Y_GE16,PC,BG	0.5 	0.4 	0.2 	0.1 	0.1 
A,OTH,DEG1,F,Y_GE16,PC,CH	0.6 	0.5 	0.4 	0.2 	: 
A,OTH,DEG1,F,Y_GE16,PC,CY	0.1 	0.0 	0.0 n	0.0 	0.0 
A,OTH,DEG1,F,Y_GE16,PC,CZ	1.4 	1.0 	0.1 	0.1 	0.1 
A,OTH,DEG1,F,Y_GE16,PC,DE	0.3 	0.2 	0.2 e	0.3 	0.4 
A,OTH,DEG1,F,Y_GE16,PC,DK	5.8 	4.7 	3.1 	3.0 	: 
A,OTH,DEG1,F,Y_GE16,PC,EE	5.2 	3.2 	2.0 	1.7 	1.8 
A,OTH,DEG1,F,Y_GE16,PC,EL	4.3 	3.9 	0.1 	0.1 	0.1 
A,OTH,DEG1,F,Y_GE16,PC,ES	1.8 	1.0 	0.9 	0.7 	0.6 
A,OTH,DEG1,F,Y_GE16,PC,FI	1.4 	1.7 	1.6 	1.8 	2.2 
A,OTH,DEG1,F,Y_GE16,PC,FR	2.1 	1.8 b	0.9 	0.7 	: 
A,OTH,DEG1,F,Y_GE16,PC,HR	3.8 	2.7 	2.1 b	1.3 	0.5 
A,OTH,DEG1,F,Y_GE16,PC,HU	5.5 	2.3 	0.5 	0.5 	0.3 
A,OTH,DEG1,F,Y_GE16,PC,IE	1.2 	0.7 	0.6 	0.0 n	: 
A,OTH,DEG1,F,Y_GE16,PC,IT	0.3 	0.0 n	0.0 n	0.0 n	0.1 
A,OTH,DEG1,F,Y_GE16,PC,LT	1.4 	0.2 	0.2 	0.3 p	: 
A,OTH,DEG1,F,Y_GE16,PC,LU	0.0 b	0.0 b	0.0 	0.0 	: 
A,OTH,DEG1,F,Y_GE16,PC,LV	6.0 	3.0 	0.5 	0.4 	0.5 
A,OTH,DEG1,F,Y_GE16,PC,MK	5.3 b	0.4 	0.0 n	: 	: 
A,OTH,DEG1,F,Y_GE16,PC,MT	0.7 	0.4 	0.1 	0.2 	: 
A,OTH,DEG1,F,Y_GE16,PC,NL	0.7 	0.5 	0.5 	1.0 	0.6 
A,OTH,DEG1,F,Y_GE16,PC,NO	3.5 b	2.5 	1.7 	2.9 	1.3 
A,OTH,DEG1,F,Y_GE16,PC,PL	6.3 	1.4 	0.5 	0.2 	0.2 
A,OTH,DEG1,F,Y_GE16,PC,PT	2.9 	1.0 	0.5 	0.4 	0.3 
A,OTH,DEG1,F,Y_GE16,PC,RO	3.7 	1.0 	0.2 	0.1 	0.1 
